5,725,146
2,634,84
4,295,531
1,704,38
3,501,346
4,45,356
4,157,597
1,464,551
4,154,299
1,177,494
2,232,454
2,366,454
1,584,94
5,755,146
1,79,336
2,630,500
1,361,22
4,132,136
3,677,171
5,203,572
2,172,561
4,648,403
3,295,254
5,774,546
3,312,423
1,371,336
1,445,285
3,223,351
2,86,413
1,667,105
2,144,583
3,629,480
5,581,501
4,164,182
1,657,326
1,294,274
4,367,541
4,747,8
1,399,290
5,42,223
5,160,444
3,140,474
5,399,460
4,517,485
4,685,69
4,19,208
5,384,337
2,703,173
5,530,162
5,172,454
5,648,383
1,536,157
5,551,450
2,385,49
2,127,13
3,283,378
1,150,121
3,220,29
1,757,506
1,637,589
1,274,537
1,356,347
3,523,188
5,553,122
2,50,301
1,748,578
1,399,424
4,30,501
2,649,71
2,590,430
4,211,512
1,38,14
2,663,127
3,317,96
5,261,256
2,684,415
2,376,70
5,626,354
5,354,420
2,300,425
5,617,241
3,110,153
5,503,139
4,220,574
4,564,384
5,277,358
3,137,286
2,670,143
4,126,158
1,619,302
1,581,10
2,86,92
1,517,25
4,516,343
5,80,194
1,593,20
5,24,262
4,480,282
5,513,426
1,418,369
1,717,436
3,182,5
3,591,210
3,734,518
4,610,513
4,626,457
2,512,442
2,209,441
5,787,32
3,710,282
2,546,211
4,219,483
2,521,154
4,543,580
4,505,288
1,575,329
2,66,513
1,368,36
2,537,98
2,789,319
2,505,560
1,540,493
5,651,494
5,100,391
2,667,329
2,39,6
2,25,108
3,400,591
1,19,232
5,359,93
2,454,221
1,357,227
4,550,596
2,213,509
4,700,540
2,740,211
4,375,191
4,88,134
2,428,289
1,410,396
5,764,155
1,710,99
5,157,120
5,688,510
4,19,155
5,40,474
5,361,300
5,359,227
4,534,197
3,360,545
4,19,505
5,21,582
4,169,449
1,165,541
1,696,177
1,511,397
5,44,192
4,717,439
2,235,28
2,615,249
1,174,253
2,91,249
2,462,192
2,527,587
5,732,162
1,10,7
3,5,330
4,196,151
5,231,176
2,147,531
4,500,562
2,45,254
5,785,173
2,366,80
3,6,151
5,303,429
1,226,12
5,330,532
5,41,429
2,269,147
5,498,116
3,358,44
4,358,105
2,607,142
5,90,321
2,320,85
1,457,295
5,207,317
3,562,224
5,432,435
2,572,306
3,312,49
1,693,13
1,92,547
1,147,254
3,770,146
3,752,506
1,223,249
2,526,311
3,615,208
3,345,347
2,787,86
3,9,398
5,608,260
3,541,444
3,271,583
2,656,542
4,517,111
4,613,573
4,682,178
2,707,507
3,321,296
5,455,553
5,568,430
1,295,101
3,92,409
5,736,14
2,165,281
5,296,92
3,142,122
3,216,71
4,428,15
4,653,133
5,218,209
3,186,579
2,232,348
1,707,553
2,518,153
5,438,333
5,465,436
2,330,102
1,156,450
4,688,477
4,325,425
1,343,276
2,252,411
3,300,307
2,645,113
5,54,343
2,314,508
1,171,169
5,604,221
4,610,5
2,652,503
1,453,40
1,274,297
1,353,590
3,654,431
4,470,375
2,772,46
4,444,93
2,643,575
2,32,421
2,756,452
1,613,113
3,387,437
4,575,549
2,34,467
3,137,262
1,496,467
3,419,133
1,324,360
4,347,318
5,454,411
3,248,251
2,351,524
4,539,488
1,241,483
2,648,114
2,15,201
2,620,540
5,772,289
1,774,165
3,7,165
3,158,334
4,444,227
4,557,104
5,335,473
3,308,278
3,770,309
5,286,22
1,119,89
5,153,432
2,64,443
1,196,309
3,141,515
2,633,371
1,443,186
1,195,84
2,783,315
4,231,469
2,368,73
4,592,448
1,326,540
2,249,381
4,288,222
1,379,551
3,152,273
5,793,361
4,267,284
5,658,136
1,698,304
4,380,161
4,321,520
1,661,422
4,695,172
5,339,541
4,771,167
1,674,68
3,619,274
3,668,166
4,252,541
3,287,474
1,99,510
2,575,500
2,211,223
3,214,346
1,587,449
4,269,306
2,21,99
3,208,531
5,797,429
5,703,13
2,582,516
2,260,465
4,561,306
1,617,449
4,569,167
2,391,167
1,602,326
4,675,593
5,542,445
1,591,167
3,462,424
4,655,126
2,506,90
2,731,208
5,475,162
2,345,172
2,451,568
1,234,280
5,157,230
1,475,342
3,38,254
4,699,24
1,796,168
2,309,111
2,303,296
5,149,527
5,190,528
1,550,112
2,757,466
2,721,55
2,319,240
4,319,153
5,655,106
2,356,307
3,771,374
4,375,435
3,586,594
3,405,24
2,594,71
4,184,86
5,106,399
1,160,465
2,638,528
5,64,173
2,672,112
3,708,183
4,180,317
4,235,24
4,768,487
5,233,359
5,745,507
2,362,71
5,361,544
4,23,518
4,305,204
1,252,589
1,723,174
1,360,122
4,395,97
4,798,487
1,546,477
2,744,523
2,661,488
4,508,159
3,301,559
1,182,200
1,603,230
2,209,364
2,508,431
1,291,143
5,6,144
3,13,277
2,505,133
3,159,102
4,448,266
1,499,257
1,275,549
3,763,216
3,42,456
2,575,313
2,651,308
2,40,154
1,397,138
2,44,273
3,433,462
4,573,503
2,678,37
2,567,206
3,629,0
5,373,72
4,226,580
3,394,103
1,394,375
2,623,488
4,332,417
4,392,468
4,461,73
2,639,432
4,464,344
5,507,422
2,503,571
3,441,299
3,348,108
2,554,509
2,590,166
2,213,216
3,593,289
1,289,150
4,42,247
4,780,176
2,625,160
2,652,263
4,568,293
3,333,365
3,318,242
1,204,227
4,621,304
4,734,181
2,262,458
5,414,207
4,472,181
5,298,32
4,562,74
1,697,510
5,335,99
4,239,360
5,351,43
1,174,176
1,137,294
4,595,372
1,599,325
3,551,12
5,500,516
2,175,58
2,591,121
5,41,352
5,435,279
1,268,346
2,361,598
4,775,316
4,659,141
3,204,439
5,445,593
5,291,126
1,28,485
4,710,79
5,106,346
5,312,414
2,672,59
4,617,265
2,560,3
4,87,450
2,196,480
3,609,501
1,495,486
5,59,126
3,512,568
2,539,65
3,248,495
5,536,465
3,60,444
5,360,239
3,206,269
3,109,336
5,515,527
1,622,419
5,301,9
3,147,39
4,20,517
5,452,178
4,188,101
1,48,332
1,698,414
4,338,45
1,448,424
4,557,348
4,565,209
2,28,91
1,120,558
4,179,173
3,416,55
5,2,507
2,482,446
1,177,311
4,2,476
3,626,50
2,364,198
2,56,45
4,647,399
5,262,30
5,690,477
4,325,348
5,170,441
1,681,194
3,147,173
4,665,389
1,107,107
5,56,312
5,468,256
4,407,538
4,350,4
1,185,148
1,598,317
3,120,420
3,106,522
4,392,415
4,767,292
1,52,558
5,313,503
4,443,353
3,704,67
2,7,287
2,141,287
5,764,375
1,479,221
4,533,246
5,94,580
3,320,77
3,493,5
2,747,447
2,458,344
2,57,0
3,525,482
5,343,503
4,363,185
2,758,47
4,37,200
5,470,463
2,261,180
2,664,570
3,681,591
4,220,257
2,92,344
4,428,206
4,767,426
2,188,52
1,638,227
3,480,308
1,448,103
2,503,63
2,219,304
1,84,580
1,502,339
4,222,488
4,619,124
2,617,350
1,400,62
5,502,509
3,348,539
1,604,242
2,136,427
2,795,63
2,328,597
2,1,202
2,25,596
3,417,494
4,340,335
5,166,186
4,342,381
5,702,166
2,619,22
2,288,417
4,740,427
1,656,1
2,697,63
5,670,69
1,677,289
5,196,186
1,296,597
2,82,140
3,407,314
5,425,423
3,238,505
4,447,151
4,249,166
1,62,551
4,231,526
4,138,335
2,24,320
1,593,187
2,464,592
5,737,136
5,723,238
1,395,202
5,455,423
1,741,58
4,38,104
2,416,551
4,189,273
1,584,74
1,322,74
4,75,171
1,112,264
2,778,378
4,339,217
5,71,433
5,82,33
3,291,115
4,142,53
1,179,146
2,451,141
5,501,367
4,619,392
5,368,23
4,687,526
3,423,392
5,403,209
5,480,429
4,362,177
5,378,152
3,27,577
4,251,346
2,362,449
4,646,121
5,494,485
5,268,142
5,397,552
5,777,19
1,566,568
4,716,301
2,528,337
3,528,162
4,470,245
5,109,270
2,414,208
3,582,398
5,469,24
5,708,40
4,771,358
2,407,168
2,123,409
3,443,239
4,338,476
4,429,594
3,630,65
1,139,100
2,731,265
3,156,182
5,764,322
2,386,230
2,83,229
3,138,542
3,494,177
5,326,96
2,344,4
3,320,24
4,271,543
5,680,220
1,525,112
5,12,471
2,55,409
1,445,533
1,467,292
1,370,359
5,173,15
5,126,169
1,259,528
4,425,205
3,595,363
4,67,497
5,518,400
1,572,466
1,781,51
1,282,138
1,648,461
5,231,343
2,120,595
4,60,457
4,385,25
4,266,333
4,668,313
2,265,195
2,669,56
3,323,25
2,397,122
4,416,277
1,525,246
4,610,493
3,768,267
3,484,508
5,328,252
3,196,41
4,729,565
4,751,324
5,538,247
5,221,540
1,292,21
1,420,206
4,441,283
5,369,411
2,103,560
1,172,77
2,688,432
5,59,370
1,438,196
1,515,416
4,626,221
4,665,149
4,474,581
2,415,273
2,401,375
4,551,47
1,257,565
3,489,47
5,660,186
2,582,386
5,524,325
3,73,334
4,114,396
5,204,320
2,148,279
4,623,273
4,353,412
5,751,489
5,424,94
4,435,222
5,14,196
2,10,345
1,334,381
1,45,278
5,574,38
3,153,478
3,617,582
5,554,325
1,174,99
1,160,201
2,410,437
2,690,454
3,705,402
1,26,386
4,443,463
5,454,94
3,723,227
3,401,176
4,682,479
4,118,114
3,529,361
3,403,222
3,193,412
4,604,7
3,471,356
3,333,422
4,223,315
5,511,197
4,734,238
2,680,274
2,247,392
3,259,69
3,126,479
2,108,233
1,620,320
4,715,346
3,706,7
4,164,243
4,243,536
2,196,53
3,727,295
4,44,326
4,768,357
3,625,18
5,572,449
2,516,408
5,796,342
4,174,557
2,325,59
5,620,116
4,361,383
5,22,167
2,589,105
2,494,245
3,382,418
4,423,480
1,141,69
5,565,567
1,640,167
1,521,475
4,349,157
3,236,192
2,12,70
5,518,347
2,66,306
3,23,84
4,314,321
1,726,291
2,725,127
4,310,552
5,363,594
2,121,363
4,722,496
1,574,55
4,0,511
4,610,440
4,412,455
3,323,322
1,677,183
4,129,517
3,25,106
5,464,245
1,650,430
2,350,199
5,25,548
5,465,66
1,689,543
1,725,200
2,252,41
1,105,492
5,519,302
4,324,584
1,116,92
1,190,41
4,780,46
1,593,431
3,793,220
2,627,76
1,227,81
2,260,282
5,794,133
4,456,107
5,150,31
3,207,281
4,524,241
1,110,435
4,279,410
2,294,51
5,253,159
3,205,585
3,712,389
5,329,154
4,767,349
2,226,267
4,633,534
3,630,175
1,144,554
5,271,334
2,227,118
3,230,241
3,20,431
4,481,113
3,783,390
1,0,51
4,149,313
5,244,581
4,663,534
5,264,267
3,337,488
2,395,52
3,436,467
5,1,42
4,642,596
5,377,329
5,771,448
3,217,544
1,791,149
2,53,473
5,769,560
5,516,114
3,394,591
4,752,360
2,163,52
3,3,211
5,40,535
3,197,427
5,502,566
2,501,232
2,554,58
3,590,129
2,98,192
5,622,109
1,722,520
2,582,12
4,412,268
3,241,325
3,227,427
4,599,94
4,686,248
2,187,422
4,106,161
2,16,540
5,603,217
1,335,232
5,388,63
4,69,279
5,291,130
2,188,243
5,34,474
3,48,88
5,708,418
3,106,258
2,691,305
5,638,588
5,784,413
2,714,474
2,584,593
3,706,438
5,711,285
1,58,489
2,292,192
1,154,197
3,20,110
3,703,140
5,666,542
2,479,18
2,234,187
5,381,531
1,113,546
4,285,38
4,15,177
4,92,397
4,267,398
5,658,250
5,756,593
2,509,18
2,373,157
4,261,583
4,696,511
5,161,383
4,563,167
2,28,95
4,757,383
2,32,214
3,691,264
1,576,24
1,24,450
4,73,131
5,498,311
2,387,563
1,587,563
2,631,142
3,717,522
5,489,198
1,666,75
1,468,90
1,165,281
1,679,502
3,737,393
4,639,111
3,295,425
1,602,440
2,107,522
1,218,450
1,292,399
5,425,159
2,328,117
4,615,60
4,774,312
1,384,338
1,797,507
3,611,230
4,585,9
1,489,512
2,604,523
4,740,297
5,109,461
1,713,405
3,30,76
4,472,482
3,408,436
3,465,189
1,521,585
5,351,344
3,541,184
2,446,472
3,26,492
5,708,581
5,330,406
1,379,128
1,43,179
1,117,128
3,647,21
1,796,416
5,136,540
3,472,205
3,81,549
4,293,493
3,516,477
3,585,82
4,169,457
2,347,62
1,214,411
3,567,442
3,199,46
2,492,416
5,756,406
4,55,328
2,54,190
1,317,539
4,407,221
1,328,139
4,48,288
4,29,46
5,163,242
5,311,140
3,143,272
1,216,83
4,541,571
1,650,540
3,84,42
1,421,488
5,325,196
4,501,391
3,724,375
2,154,555
5,733,371
1,57,561
3,702,212
1,205,432
2,16,32
1,339,432
2,639,196
5,598,304
2,616,212
1,753,422
3,561,330
3,445,155
4,194,597
3,100,120
4,554,351
3,476,407
1,648,197
2,571,38
5,241,43
4,570,480
4,568,407
2,566,44
3,681,408
5,6,526
5,661,198
1,296,280
4,218,536
1,796,229
4,533,547
3,417,311
4,513,80
2,330,460
5,225,583
2,764,163
3,82,213
5,607,96
3,7,39
4,416,497
4,397,255
3,345,34
2,164,548
2,584,353
3,197,321
3,40,337
5,290,15
4,635,19
1,25,301
2,350,122
4,217,445
1,612,246
5,646,589
3,610,86
2,271,14
2,790,579
4,293,440
1,325,189
5,793,235
4,608,451
5,337,369
1,526,71
3,447,445
3,350,512
4,656,91
4,64,179
4,674,108
2,64,451
5,629,369
1,672,246
4,177,241
5,364,71
5,443,364
4,80,281
2,122,25
4,98,298
3,6,456
5,590,10
5,306,251
1,343,313
1,720,71
5,188,380
4,626,575
4,398,159
1,445,216
1,200,385
4,357,535
4,181,309
5,104,93
1,218,210
4,728,478
2,204,565
5,86,453
2,451,442
4,367,472
2,51,508
3,512,11
3,572,62
4,741,124
2,291,160
4,121,416
1,273,267
3,269,226
1,267,452
3,491,73
2,138,103
1,27,211
3,590,52
2,382,463
1,470,222
2,319,114
3,666,47
3,147,421
2,193,160
2,509,396
1,445,350
2,242,52
3,658,344
3,415,586
3,489,535
2,87,114
1,735,274
1,768,222
3,629,545
4,601,248
3,733,114
5,629,48
5,763,48
1,407,216
3,517,489
5,421,284
5,148,125
1,229,294
1,553,391
2,99,474
3,777,12
3,322,371
5,192,582
1,354,181
4,770,33
3,227,484
1,146,417
5,257,418
5,432,419
1,355,2
1,434,295
2,223,136
3,634,84
4,144,510
3,50,33
1,698,341
3,624,305
1,372,356
2,274,74
1,537,423
1,710,351
5,730,234
1,25,248
4,108,449
2,258,480
5,99,367
3,704,449
2,51,187
5,24,193
2,480,300
2,559,593
3,287,511
4,78,398
1,497,593
1,571,542
3,666,315
3,344,264
5,439,593
5,492,419
3,701,501
3,286,259
1,311,588
3,511,377
5,353,260
4,20,578
1,473,357
4,267,455
4,110,471
3,302,388
5,82,147
3,349,584
5,200,553
2,408,558
2,477,163
4,769,450
3,395,178
4,197,224
5,416,558
2,592,86
1,492,383
1,514,142
5,176,317
5,551,194
3,283,122
3,76,583
3,795,270
2,497,199
4,401,404
4,588,230
3,794,45
3,582,162
2,759,384
3,638,471
1,49,163
2,357,569
1,558,40
3,106,583
2,226,271
4,715,163
1,275,102
2,729,333
1,764,266
1,521,508
1,576,215
3,406,471
5,136,113
2,386,344
4,651,528
2,537,513
2,693,272
2,443,97
5,19,467
4,303,195
5,338,220
5,664,390
5,419,559
4,678,257
4,394,498
2,572,103
1,373,394
3,253,205
5,541,175
4,242,77
5,48,242
5,613,401
1,4,123
2,408,237
1,578,395
2,119,134
4,687,319
5,100,1
3,760,544
3,438,493
1,759,406
5,765,391
2,170,72
5,117,355
3,750,206
3,414,257
4,364,201
5,550,587
3,33,565
4,740,488
5,33,68
3,710,26
5,659,530
1,735,355
4,123,519
2,623,175
2,241,73
3,425,42
4,681,258
1,501,124
3,61,519
4,661,545
5,448,468
3,503,83
1,444,529
5,101,360
3,236,493
4,291,453
5,100,135
1,154,201
2,768,125
2,479,22
4,689,499
4,570,53
2,175,550
5,528,23
3,2,447
3,473,32
5,491,141
1,113,550
2,361,151
5,604,18
4,378,233
4,758,454
5,793,479
2,267,489
2,776,366
2,192,315
4,526,104
4,85,361
5,128,439
4,172,515
1,258,500
3,770,561
2,219,44
4,253,295
5,255,372
2,177,572
5,441,562
4,750,347
4,216,413
3,402,515
5,382,332
4,77,254
5,257,44
4,738,121
1,701,265
2,624,106
5,432,45
3,677,346
3,542,121
4,542,182
1,278,347
3,618,116
1,201,100
1,693,562
1,371,511
5,372,152
1,104,167
5,201,270
2,506,208
5,770,198
1,521,455
1,502,213
2,392,106
2,70,55
3,533,193
5,351,214
3,785,414
4,634,306
1,63,516
2,330,167
2,311,117
3,58,85
4,724,199
1,250,342
3,512,255
3,572,306
4,231,266
4,615,414
2,77,71
1,641,348
1,264,398
2,572,50
3,204,260
1,241,414
2,117,409
4,470,440
3,32,153
5,125,409
1,168,286
3,141,96
5,713,579
5,317,579
2,691,122
5,564,456
4,617,86
2,733,533
4,712,323
3,557,132
2,462,420
3,42,440
4,231,400
3,762,537
3,402,194
4,591,154
5,249,421
3,458,503
1,306,4
2,213,66
2,149,81
3,231,497
1,203,256
2,5,302
4,337,395
2,487,426
1,543,482
4,201,507
3,388,272
3,48,389
1,331,10
4,464,328
4,221,570
5,667,129
5,653,231
1,235,487
4,30,221
2,381,565
5,555,73
1,681,15
2,326,77
1,322,82
5,681,185
3,113,575
3,182,180
2,706,483
2,549,499
3,528,36
5,183,93
1,658,381
3,436,447
1,350,36
2,171,324
1,110,549
2,662,561
2,247,319
1,86,340
2,34,211
4,698,104
5,310,26
3,216,299
1,501,555
3,362,124
4,560,170
2,616,566
2,522,150
1,403,397
1,747,207
4,746,525
5,233,156
1,400,99
5,530,150
2,56,350
5,645,100
3,376,180
4,362,535
2,592,330
4,246,360
1,417,453
1,398,211
3,456,294
2,117,222
5,264,381
2,566,48
2,777,268
4,261,79
3,697,356
2,256,7
2,622,330
2,224,469
5,49,577
1,791,263
5,640,264
3,599,171
4,291,79
1,495,120
2,467,577
4,6,95
2,29,351
5,632,561
4,368,484
4,615,361
1,224,7
3,227,191
5,363,521
4,421,495
4,680,197
4,437,439
5,339,285
3,694,192
5,220,593
5,600,60
5,328,126
1,68,2
2,87,305
1,293,120
5,693,224
5,120,362
1,277,526
4,703,157
3,44,433
4,352,85
4,594,372
4,384,562
5,100,245
5,700,240
5,589,409
4,14,470
4,798,552
3,659,332
4,547,152
5,219,317
5,563,127
5,637,76
2,374,496
4,167,281
4,258,399
4,711,152
4,23,128
5,336,97
2,132,158
3,550,523
2,477,570
2,114,518
3,456,107
2,549,446
1,392,209
2,245,220
2,685,492
4,697,230
4,622,56
5,734,493
3,165,281
4,181,313
5,670,508
5,408,508
2,147,35
5,180,92
3,174,20
2,537,220
5,743,205
1,62,51
4,652,56
1,460,97
1,294,559
1,780,452
2,233,344
3,718,241
4,97,184
4,245,82
5,439,329
2,25,580
4,56,560
3,659,11
3,645,113
5,515,324
4,263,72
3,451,247
1,53,473
5,520,109
2,414,513
1,28,416
4,87,31
1,432,277
1,425,52
5,541,582
4,236,504
5,291,407
4,309,201
5,476,345
2,346,355
3,487,442
3,473,544
4,707,247
2,515,541
3,474,365
2,225,186
1,353,310
2,623,232
4,392,212
3,620,540
1,539,473
5,636,576
4,184,448
2,445,310
5,624,192
4,29,510
2,746,423
3,395,48
2,24,438
3,570,22
1,224,438
5,230,423
1,36,387
5,628,469
3,377,566
2,239,218
2,662,321
5,280,136
5,394,423
4,618,100
5,537,142
2,711,563
5,216,501
1,143,203
3,395,182
3,647,403
2,238,501
1,664,90
4,704,409
2,571,152
4,5,408
3,211,223
4,530,229
4,664,229
2,514,557
1,114,562
4,646,589
3,377,111
5,682,250
4,69,19
1,56,557
4,561,481
5,618,265
5,180,39
3,430,122
2,280,511
2,731,383
5,766,513
1,556,506
2,520,348
1,632,501
1,458,348
5,231,327
4,528,317
4,244,558
2,569,590
1,701,456
1,682,214
4,777,240
5,407,179
3,220,261
3,638,20
1,204,589
1,73,106
1,560,224
4,109,491
5,125,466
5,240,416
3,394,599
4,733,318
2,182,302
2,756,574
1,370,477
1,331,522
3,118,142
2,372,584
5,345,590
1,631,225
3,134,86
1,534,292
1,745,512
3,344,81
2,103,544
4,60,575
4,41,333
3,266,390
3,723,77
3,155,559
5,321,354
4,723,138
5,261,488
4,339,148
2,593,529
1,414,533
1,450,190
1,541,308
1,527,410
3,49,513
3,34,390
5,297,303
3,196,159
2,390,550
2,235,447
1,394,416
3,539,498
4,448,441
2,255,133
1,517,257
5,213,16
1,420,324
5,534,596
4,636,88
5,397,483
5,70,88
2,5,493
5,146,83
5,524,443
4,148,125
1,56,370
3,662,93
1,602,314
4,675,581
5,350,263
5,537,89
5,179,381
2,541,99
2,145,99
3,126,463
1,667,150
1,732,545
1,785,371
4,197,175
4,243,520
5,208,156
2,229,335
1,165,289
5,620,100
4,246,417
1,701,269
4,774,536
1,2,268
2,663,38
5,165,459
4,572,587
2,453,228
5,261,167
1,342,336
5,558,161
3,73,586
3,623,464
5,312,105
1,183,464
1,640,151
5,751,152
1,185,510
2,235,126
4,388,69
3,764,295
4,329,428
5,270,229
2,536,239
5,416,54
3,74,33
4,592,249
2,557,527
5,326,511
5,744,270
1,719,43
1,228,183
4,166,33
5,247,403
3,30,84
4,398,541
5,436,275
4,733,265
5,697,50
4,777,537
1,337,476
5,44,424
4,50,208
3,748,485
3,13,265
2,445,70
1,432,521
5,23,486
2,256,548
1,462,363
1,443,121
1,517,70
3,479,445
3,37,100
5,85,583
3,41,219
4,536,451
4,80,208
2,785,296
2,549,19
4,117,275
3,111,399
2,192,132
1,128,86
4,545,163
1,664,66
4,16,573
1,377,9
3,634,332
2,685,415
1,236,558
4,279,394
5,377,179
1,121,204
3,783,24
4,502,35
3,140,332
5,10,543
1,416,502
1,1,260
4,612,580
1,418,548
4,21,112
5,187,31
5,681,539
3,394,225
3,144,50
4,107,421
5,35,549
2,488,385
4,109,467
4,579,416
4,574,72
3,100,128
5,570,334
3,154,364
1,389,503
3,27,0
4,234,354
1,37,51
5,423,257
2,83,457
5,273,498
4,324,247
5,573,201
4,326,478
2,721,340
2,509,457
2,256,11
4,414,298
3,350,252
4,675,73
5,751,99
5,131,391
1,543,165
1,675,284
1,716,93
5,34,458
4,601,309
2,129,586
4,370,376
5,293,160
2,297,170
1,326,288
2,386,592
2,799,7
3,122,371
3,155,319
4,2,330
3,612,6
4,549,499
4,455,83
1,418,227
1,679,2
5,360,227
4,101,494
3,660,427
2,490,541
5,721,583
4,510,140
2,322,176
5,586,166
5,316,305
2,695,192
1,68,6
4,504,325
3,82,571
4,679,326
1,274,74
4,355,202
1,242,536
